,neighbourhood_group,room_type,price,number_of_reviews,availability_365
9488,0,2,295,2,1
9489,1,1,100,3,0
9490,1,1,65,1,0
9491,1,2,175,0,0
9492,0,2,90,1,0
9493,2,2,158,130,311
9494,1,2,450,48,188
9495,2,2,110,0,0
9496,0,2,100,0,0
9497,0,1,130,13,188
9498,2,1,70,137,8
9499,0,1,70,3,0
9500,1,2,120,0,0
9501,1,2,170,13,4
9502,1,2,200,0,0
9503,1,2,480,2,0
9504,0,2,120,2,0
9505,1,2,299,69,257
9506,1,2,150,0,0
9507,0,1,45,5,0
9508,0,1,70,4,0
9509,0,1,49,1,0
9510,1,1,115,1,0
9511,1,1,55,8,0
9512,0,1,55,1,0
9513,1,2,250,48,341
9514,0,2,399,11,18
9515,0,2,198,1,5
9516,0,2,78,1,0
9517,0,2,200,1,0
9518,1,2,300,1,0
9519,0,2,225,3,0
9520,1,2,650,24,23
9521,0,1,53,7,0
9522,1,2,159,22,22
9523,1,1,65,3,342
9524,0,1,45,0,0
9525,1,1,120,86,99
9526,1,2,280,4,225
9527,0,1,60,42,0
9528,0,1,100,2,365
9529,1,1,160,5,0
9530,2,1,45,1,0
9531,2,1,39,2,0
9532,0,1,50,0,0
9533,1,2,120,21,9
9534,0,1,99,8,0
9535,1,1,129,5,0
9536,0,2,350,58,81
9537,1,2,300,1,0
9538,0,2,140,4,0
9539,1,2,120,2,0
9540,0,1,64,56,184
9541,0,2,120,2,0
9542,1,1,40,12,48
9543,1,2,120,7,0
9544,1,1,95,0,0
9545,0,2,150,10,0
9546,1,2,650,14,90
9547,1,1,100,33,0
9548,2,2,290,74,338
9549,0,2,120,5,0
9550,1,2,130,0,0
9551,2,1,70,0,0
9552,1,2,235,111,126
9553,1,1,95,10,0
9554,1,1,80,0,0
9555,1,2,280,1,116
9556,1,2,195,30,189
9557,1,2,100,14,0
9558,0,2,100,7,0
9559,2,2,130,6,0
9560,1,2,130,2,0
9561,0,1,125,27,312
9562,0,2,130,34,340
9563,4,2,120,142,345
9564,1,2,180,3,70
9565,1,1,80,97,22
9566,1,2,250,2,0
9567,0,1,125,0,0
9568,0,2,166,6,0
9569,1,1,64,1,0
9570,0,1,35,1,0
9571,1,2,120,1,0
9572,0,1,60,7,0
9573,0,2,215,1,0
9574,0,1,58,211,178
9575,1,2,260,0,0
9576,0,1,40,71,24
9577,1,1,78,4,55
9578,1,1,80,1,0
9579,1,0,80,2,0
9580,0,2,159,6,1
9581,0,1,150,0,0
9582,0,2,89,0,0
9583,1,1,145,148,134
9584,1,1,130,2,0
9585,0,1,50,0,0
9586,0,2,100,2,0
9587,0,1,63,2,0
9588,0,1,50,0,0
9589,1,2,189,21,239
9590,0,2,99,2,0
9591,1,1,150,0,0
9592,1,1,35,1,0
9593,1,2,200,6,0
9594,1,1,35,2,0
9595,1,1,60,1,0
9596,0,1,80,8,281
9597,1,2,199,20,0
9598,1,2,174,19,322
9599,0,1,85,0,90
9600,1,1,120,11,362
9601,0,2,98,1,0
9602,1,1,119,4,0
9603,0,1,1600,0,0
9604,0,1,75,113,233
9605,0,2,450,34,337
9606,0,1,55,9,342
9607,0,1,64,24,0
9608,0,1,70,0,0
9609,1,1,106,2,0
9610,0,1,45,14,0
9611,1,1,125,2,0
9612,1,1,70,2,0
9613,1,1,40,2,0
9614,2,2,100,0,0
9615,2,1,85,3,163
9616,0,2,75,4,0
9617,1,2,175,9,31
9618,1,1,150,0,0
9619,1,1,150,1,0
9620,0,2,129,45,256
9621,0,1,60,0,0
9622,0,1,80,74,210
9623,2,1,40,0,0
9624,0,1,90,0,0
9625,1,1,120,18,0
9626,0,2,100,2,0
9627,2,2,125,0,0
9628,0,1,35,3,0
9629,0,2,269,1,0
9630,1,1,45,2,0
9631,1,2,185,1,0
9632,1,2,120,2,200
9633,1,1,97,2,0
9634,1,2,230,0,0
9635,0,2,150,6,0
9636,0,2,135,23,0
9637,0,1,45,0,0
9638,0,1,47,2,0
9639,2,2,120,3,0
9640,0,2,100,11,0
9641,1,2,60,0,0
9642,1,2,245,14,198
9643,1,2,150,1,0
9644,1,2,386,0,0
9645,1,1,95,1,72
9646,1,2,120,3,0
9647,1,1,145,62,0
9648,0,2,109,28,170
9649,0,1,80,2,0
9650,0,2,105,7,0
9651,2,1,37,0,0
9652,0,2,125,130,217
9653,1,1,80,1,0
9654,1,2,140,2,0
9655,1,2,250,21,0
9656,0,1,79,0,0
9657,1,2,450,1,0
9658,0,2,120,6,43
9659,1,1,100,0,0
9660,1,2,150,1,0
9661,1,1,200,0,0
9662,2,2,110,9,0
9663,0,2,165,178,134
9664,1,1,69,1,64
9665,1,1,69,3,32
9666,0,1,180,22,89
9667,1,1,40,2,0
9668,0,1,40,4,0
9669,2,1,109,1,365
9670,1,1,100,15,0
9671,0,1,70,3,0
9672,1,2,198,1,0
9673,0,1,50,4,0
9674,0,2,130,106,210
9675,0,2,135,6,0
9676,0,1,35,0,0
9677,1,2,399,0,0
9678,0,1,108,59,344
9679,1,2,595,30,332
9680,0,2,129,2,0
9681,1,1,88,16,0
9682,2,1,75,28,363
9683,0,1,85,0,0
9684,1,1,70,2,145
9685,0,2,185,3,0
9686,0,2,145,5,0
9687,0,2,150,1,0
9688,0,2,50,0,0
9689,0,1,70,258,320
9690,0,2,150,36,248
9691,0,1,100,12,89
9692,1,1,69,1,0
9693,0,2,115,65,127
9694,1,2,120,17,28
9695,1,2,180,30,0
9696,0,2,147,109,191
9697,0,2,125,6,0
9698,1,2,328,145,298
9699,0,2,85,6,0
9700,0,2,60,10,0
9701,0,1,60,7,0
9702,0,1,46,0,0
9703,1,1,90,0,0
9704,0,2,150,191,290
9705,0,1,95,119,1
9706,0,2,185,56,333
9707,0,1,89,213,38
9708,0,2,67,149,142
9709,0,2,125,105,195
9710,1,1,80,4,0
9711,0,2,199,4,0
9712,1,1,79,0,0
9713,1,2,225,0,0
9714,0,2,125,0,0
9715,0,2,360,34,76
9716,0,2,200,1,0
9717,2,1,80,42,1
9718,0,2,400,9,365
9719,0,1,65,7,11
9720,0,1,70,8,0
9721,0,1,85,24,0
9722,1,2,200,0,0
9723,0,2,68,7,0
9724,0,1,50,0,0
9725,0,2,130,4,0
9726,1,2,215,94,8
9727,1,2,165,38,0
9728,1,1,100,6,0
9729,0,2,85,1,0
9730,0,1,75,0,0
9731,0,2,105,15,0
9732,0,2,100,71,238
9733,1,2,499,149,201
9734,1,1,195,0,0
9735,0,2,150,4,0
9736,1,1,54,4,0
9737,0,2,250,1,0
9738,0,1,40,23,365
9739,2,2,95,1,0
9740,1,2,169,3,364
9741,2,1,75,0,0
9742,1,2,175,19,343
9743,0,2,145,4,0
9744,1,2,450,0,0
9745,1,2,135,4,0
9746,1,2,125,2,0
9747,0,1,70,0,0
9748,1,1,100,7,0
9749,1,2,118,4,315
9750,0,2,172,135,247
9751,0,1,105,1,0
9752,0,1,55,1,0
9753,0,1,60,0,0
9754,1,2,250,0,0
9755,1,1,99,31,0
9756,0,2,88,13,0
9757,1,1,125,3,0
9758,0,2,102,64,296
9759,0,1,40,1,0
9760,0,2,119,12,0
9761,0,2,101,54,0
9762,0,1,65,3,0
9763,4,1,40,15,333
9764,1,2,109,1,0
9765,4,1,40,21,343
9766,2,2,250,0,18
9767,1,1,75,134,90
9768,0,1,90,24,175
9769,1,1,87,9,0
9770,1,2,185,12,0
9771,0,1,45,15,0
9772,1,1,300,51,156
9773,0,2,140,19,1
9774,0,1,70,5,0
9775,0,2,150,0,0
9776,0,1,80,3,0
9777,0,1,60,0,0
9778,0,1,45,7,0
9779,0,1,40,1,0
9780,1,2,210,10,6
9781,0,2,225,23,268
9782,1,1,70,1,0
9783,0,1,45,0,0
9784,1,2,120,3,0
9785,1,2,150,0,0
9786,1,1,133,183,263
9787,1,1,60,1,0
9788,1,1,64,20,0
9789,1,1,69,27,261
9790,0,1,40,2,0
9791,1,2,190,3,0
9792,0,2,275,60,0
9793,1,2,200,203,271
9794,1,1,75,37,0
9795,0,2,180,2,0
9796,1,1,200,0,0
9797,0,1,59,96,41
9798,0,2,149,2,0
9799,0,1,55,107,46
9800,1,1,75,12,0
9801,1,2,400,1,0
9802,1,2,169,68,44
9803,1,2,125,7,0
9804,0,1,58,30,0
9805,1,2,151,19,0
9806,1,2,67,7,21
9807,1,1,100,0,0
9808,1,2,185,4,0
9809,0,2,190,63,0
9810,1,1,78,9,23
9811,0,1,60,140,40
9812,1,2,210,193,169
9813,2,2,139,6,0
9814,1,2,200,12,0
9815,1,1,75,151,0
9816,0,2,123,7,342
9817,1,1,28,1,0
9818,0,2,120,7,360
9819,0,1,85,5,0
9820,2,2,122,109,271
9821,1,2,700,0,0
9822,1,2,99,16,0
9823,1,1,110,45,59
9824,0,2,185,0,0
9825,0,2,120,0,0
9826,2,1,89,7,0
9827,0,1,48,8,0
9828,0,1,90,20,249
9829,0,1,90,31,314
9830,4,2,110,1,0
9831,1,2,150,7,10
9832,0,2,120,4,10
9833,0,2,110,125,315
9834,0,1,45,66,228
9835,0,1,75,1,0
9836,2,1,65,158,355
9837,1,2,170,4,0
9838,1,2,140,1,0
9839,1,1,90,0,0
9840,1,2,170,39,19
9841,1,1,90,142,164
9842,0,2,175,5,0
9843,0,2,135,3,0
9844,0,2,120,0,0
9845,1,2,175,1,0
9846,0,1,40,2,0
9847,1,1,65,0,0
9848,0,1,69,186,6
9849,1,1,119,0,0
9850,1,1,85,27,0
9851,0,1,100,0,0
9852,1,2,155,1,0
9853,1,2,160,26,0
9854,0,1,50,16,0
9855,1,2,125,1,0
9856,1,2,350,0,0
9857,1,2,350,0,0
9858,0,1,65,2,0
9859,1,2,247,0,0
9860,1,0,85,0,0
9861,2,1,45,63,250
9862,0,2,139,21,188
9863,0,2,85,172,136
9864,2,2,125,108,321
9865,1,1,115,18,0
9866,0,2,175,1,282
9867,1,2,140,0,0
9868,1,1,125,0,0
9869,2,1,59,28,364
9870,1,1,80,1,0
9871,0,1,50,10,0
9872,0,1,45,0,0
9873,0,2,90,7,18
9874,0,2,250,33,0
9875,0,2,140,0,0
9876,1,2,215,75,331
9877,1,2,180,6,0
9878,1,2,250,18,0
9879,1,2,400,0,0
9880,1,2,700,1,0
9881,0,1,65,0,0
9882,1,1,118,259,47
9883,1,1,1500,0,365
9884,0,1,70,15,22
9885,1,2,110,9,19
9886,1,2,299,90,304
9887,1,1,95,3,0
9888,1,1,70,2,0
9889,1,1,167,44,188
9890,1,1,103,42,221
9891,1,2,145,13,0
9892,0,2,100,187,300
9893,0,2,275,8,9
9894,0,1,60,1,0
9895,0,1,70,4,0
9896,1,2,300,4,89
9897,0,2,370,132,257
9898,1,1,50,2,0
9899,1,2,65,0,0
9900,0,1,68,1,0
9901,0,1,92,60,334
9902,1,1,40,0,0
9903,2,2,100,7,0
9904,1,1,140,9,204
9905,1,1,150,17,364
9906,0,1,45,2,0
9907,0,1,70,2,32
9908,1,2,230,161,347
9909,2,1,49,0,0
9910,2,1,80,8,0
9911,1,1,105,0,0
9912,0,1,40,3,0
9913,1,1,90,19,0
9914,1,2,600,2,36
9915,0,1,50,2,0
9916,0,2,195,84,18
9917,1,2,200,0,0
9918,1,2,250,11,0
9919,1,2,175,4,0
9920,0,1,100,0,0
9921,2,2,150,9,9
9922,1,2,175,1,0
9923,1,1,150,0,0
9924,1,2,400,0,0
9925,1,1,99,2,0
9926,2,1,70,13,219
9927,2,1,48,32,0
9928,0,2,199,6,130
9929,1,1,90,6,0
9930,0,2,130,3,0
9931,0,2,300,0,0
9932,0,2,175,7,27
9933,0,1,48,3,0
9934,0,1,70,90,323
9935,0,2,380,5,0
9936,0,1,45,43,310
9937,0,1,55,5,0
9938,0,1,32,0,0
9939,1,2,160,10,11
9940,1,1,107,2,0
9941,0,2,155,139,235
9942,1,2,275,5,284
9943,0,1,80,33,0
9944,1,2,205,23,0
9945,1,1,150,2,0
9946,0,2,99,17,58
9947,0,1,59,237,70
9948,0,1,45,19,0
9949,1,2,270,195,270
9950,0,1,80,0,0
9951,2,2,150,21,349
9952,0,1,35,1,0
9953,1,2,99,5,0
9954,0,2,150,9,0
9955,1,2,190,0,0
9956,0,1,50,7,0
9957,1,2,79,22,0
9958,0,2,199,35,283
9959,2,2,65,0,0
9960,0,1,65,3,0
9961,0,1,75,0,0
9962,0,1,43,22,0
9963,1,2,130,12,0
9964,1,2,180,2,0
9965,0,1,60,0,0
9966,0,0,33,73,365
9967,2,1,45,190,132
9968,0,1,65,35,0
9969,0,1,119,0,126
9970,0,1,50,2,0
9971,2,2,150,2,0
9972,0,1,150,0,0
9973,0,2,99,11,216
9974,2,1,50,424,0
9975,0,2,250,4,322
9976,2,1,50,408,0
9977,1,1,50,6,64
9978,1,1,100,14,342
9979,1,1,59,26,326
9980,1,1,80,1,0
9981,0,2,95,4,0
9982,0,2,110,3,0
9983,0,1,60,1,0
9984,0,1,64,128,76
9985,2,2,175,7,0
9986,2,2,350,5,334
9987,1,1,80,2,0
9988,1,2,200,49,205
9989,0,2,128,10,3
9990,0,2,150,11,332
9991,0,2,100,120,220
9992,1,2,300,0,0
9993,4,1,95,182,0
9994,1,2,175,0,0
9995,0,2,220,27,0
9996,0,2,147,23,2
9997,1,1,95,1,0
9998,0,2,160,2,0
9999,2,1,99,0,365
10000,1,2,200,0,0
10001,0,2,225,105,94
10002,4,1,40,19,287
10003,1,1,75,0,0
10004,0,1,120,205,349
10005,0,2,110,0,0
10006,1,1,60,4,0
10007,0,1,100,2,365
10008,0,1,77,12,0
10009,1,2,150,10,0
10010,0,2,160,38,249
10011,1,1,58,0,0
10012,1,1,70,5,0
10013,0,2,215,99,0
10014,1,2,100,0,0
10015,0,1,60,1,0
10016,0,2,125,0,0
10017,1,1,130,9,0
10018,0,1,99,1,0
10019,0,2,175,96,328
10020,0,2,200,3,188
10021,0,1,85,0,0
10022,0,2,99,98,52
10023,1,1,45,29,0
10024,1,2,190,0,0
10025,1,2,112,1,0
10026,1,1,95,1,0
10027,0,1,65,0,0
10028,0,2,150,96,3
10029,1,2,77,1,0
10030,1,1,69,1,0
10031,1,1,80,2,0
10032,1,2,175,9,0
10033,0,1,60,0,0
10034,1,1,59,0,0
10035,1,1,90,3,0
10036,0,2,70,4,34
10037,1,2,350,0,0
10038,1,1,75,2,0
10039,1,1,61,6,213
10040,1,0,42,14,363
10041,1,2,350,10,0
10042,0,1,45,52,341
10043,0,1,75,2,0
10044,2,2,150,2,0
10045,0,2,72,121,33
10046,0,1,59,199,288
10047,1,2,90,4,0
10048,0,2,145,4,0
10049,2,1,115,0,0
10050,0,2,225,0,0
10051,0,1,45,1,0
10052,0,2,35,63,0
10053,1,2,150,32,358
10054,0,2,147,91,3
10055,1,1,182,221,327
10056,1,1,110,0,0
10057,1,1,85,0,0
10058,1,1,175,174,194
10059,0,2,250,2,0
10060,1,1,50,0,0
10061,2,1,70,5,0
10062,0,1,47,0,0
10063,1,1,75,1,0
10064,2,2,79,22,130
10065,0,2,115,0,0
10066,2,1,35,191,24
10067,1,2,300,4,0
10068,0,1,86,91,20
10069,1,2,189,14,0
10070,0,2,70,2,0
10071,0,1,32,0,0
10072,0,2,150,78,365
10073,0,2,159,2,0
10074,0,1,50,2,0
10075,1,2,135,0,174
10076,1,1,170,0,0
10077,1,2,140,5,0
10078,1,2,175,5,0
10079,2,1,55,0,0
10080,0,1,72,5,0
10081,0,2,198,4,0
10082,0,2,180,17,0
10083,0,2,200,12,5
10084,0,1,220,88,60
10085,2,2,125,9,340
10086,1,2,300,12,33
10087,4,1,37,13,333
10088,1,1,60,1,0
10089,0,1,49,1,0
10090,2,1,55,0,0
10091,0,2,145,18,0
10092,1,1,48,5,0
10093,0,1,75,0,0
10094,0,2,200,0,0
10095,1,2,153,91,4
10096,0,1,69,0,0
10097,0,1,45,3,0
10098,0,2,104,0,0
10099,1,2,150,2,0
10100,1,2,195,112,262
10101,1,1,90,1,0
10102,2,1,60,1,0
10103,0,2,145,2,0
10104,0,2,120,35,346
10105,0,2,111,15,0
10106,0,2,140,1,0
10107,1,1,60,9,280
10108,1,0,35,6,201
10109,1,1,93,100,49
10110,0,1,30,3,0
10111,0,1,60,2,0
10112,0,2,99,1,0
10113,1,1,210,20,0
10114,1,2,175,2,0
10115,1,1,22,13,0
10116,1,2,200,45,0
10117,2,2,120,29,178
10118,1,2,319,9,358
10119,0,1,45,2,0
10120,0,2,99,1,0
10121,1,2,450,35,264
10122,0,1,89,28,282
10123,0,1,65,71,170
10124,0,2,185,8,0
10125,2,1,35,0,365
10126,1,2,238,14,91
10127,0,1,63,4,240
10128,0,2,150,43,53
10129,1,2,180,0,0
10130,2,1,75,96,339
10131,2,2,500,10,0
10132,4,1,59,113,290
10133,1,1,90,1,0
10134,0,2,150,1,0
10135,2,2,70,70,336
10136,2,2,289,176,309
10137,1,2,245,115,125
10138,0,1,53,0,0
10139,1,2,225,2,0
10140,1,1,149,33,53
10141,1,2,160,7,0
10142,0,2,70,1,0
10143,0,2,165,120,170
10144,1,1,70,0,0
10145,0,2,150,9,0
10146,0,1,65,11,260
10147,1,2,175,13,0
10148,0,2,175,99,334
10149,2,1,90,19,286
10150,0,1,40,2,0
10151,1,2,170,53,0
10152,0,1,70,8,0
10153,0,1,50,1,203
10154,2,1,52,179,350
10155,0,1,47,0,347
10156,0,1,47,0,257
10157,0,1,47,4,144
10158,1,2,175,36,0
10159,0,1,47,2,229
10160,0,1,47,3,291
10161,0,1,47,4,222
10162,0,2,200,0,0
10163,1,1,30,0,0
10164,0,1,80,158,204
10165,1,2,142,48,329
10166,0,1,69,3,0
10167,4,1,62,5,320
10168,4,0,45,1,318
10169,1,2,300,0,0
10170,1,1,75,1,0
10171,0,2,80,10,124
10172,1,2,200,0,0
10173,0,2,90,3,0
10174,1,2,173,12,194
10175,0,2,100,10,249
10176,0,2,160,148,149
10177,0,1,116,17,329
10178,0,1,35,0,0
10179,1,2,160,0,0
10180,1,2,150,11,0
10181,1,2,104,42,219
10182,1,2,200,6,134
10183,2,2,80,1,0
10184,1,2,150,0,0
10185,1,2,374,16,363
10186,1,1,46,9,0
10187,0,2,94,28,274
10188,1,1,92,1,0
10189,0,2,155,80,256
10190,1,1,70,4,0
10191,0,2,75,2,0
10192,0,2,150,1,0
10193,1,2,130,0,0
10194,0,1,75,1,0
10195,1,1,70,0,0
10196,0,2,145,35,31
10197,2,2,65,2,0
10198,0,2,195,14,326
10199,1,2,420,3,0
10200,1,2,500,44,365
10201,1,1,100,0,0
10202,0,2,85,4,0
10203,0,2,100,29,326
10204,0,1,70,5,0
10205,1,2,150,0,0
10206,1,2,425,68,36
10207,1,2,490,1,0
10208,1,1,70,0,0
10209,0,1,135,2,0
10210,1,1,80,4,0
10211,0,2,90,3,0
10212,1,2,800,22,266
10213,0,1,70,7,364
10214,1,1,100,4,0
10215,1,1,75,205,197
10216,1,1,88,6,82
10217,1,1,100,0,0
10218,2,1,50,1,0
10219,0,1,63,104,230
10220,2,1,50,1,0
10221,1,1,90,2,0
10222,0,2,85,10,0
10223,0,1,69,0,0
10224,0,1,90,32,20
10225,0,2,75,4,0
10226,1,2,150,1,0
10227,0,1,38,1,0
10228,0,1,70,1,0
10229,1,2,180,0,0
10230,0,1,65,2,0
10231,0,1,75,12,0
10232,0,1,60,184,240
10233,1,2,221,99,110
10234,0,2,500,39,330
10235,1,2,150,0,0
10236,1,2,250,2,98
10237,1,2,239,4,0
10238,0,2,105,5,363
10239,0,1,50,2,0
10240,1,1,75,4,0
10241,0,1,55,0,0
10242,0,2,108,40,0
10243,1,1,59,10,0
10244,1,2,149,3,0
10245,0,2,150,20,35
10246,0,2,119,27,154
10247,1,2,100,193,213
10248,1,1,79,0,0
10249,0,1,85,8,179
10250,0,1,45,1,0
10251,1,2,295,63,214
10252,1,2,400,0,0
10253,0,1,60,121,69
10254,0,1,90,0,0
10255,0,1,60,1,0
10256,1,2,200,5,331
10257,1,2,80,1,0
10258,0,1,60,97,83
10259,0,1,50,2,0
10260,3,1,69,23,172
10261,0,2,123,7,319
10262,0,1,36,0,0
10263,1,2,135,214,170
10264,1,2,400,9,0
10265,1,1,87,3,0
10266,1,1,99,309,254
10267,0,1,55,39,311
10268,1,2,225,9,0
10269,0,1,60,92,87
10270,1,2,250,0,0
10271,1,2,299,7,0
10272,0,1,40,23,206
10273,1,2,120,39,1
10274,1,1,89,148,351
10275,1,2,195,0,0
10276,1,2,150,52,72
10277,1,1,140,0,0
10278,1,2,240,2,0
10279,0,1,36,6,0
10280,1,2,67,1,0
10281,1,2,140,11,10
10282,0,1,50,0,0
10283,4,2,90,152,299
10284,0,1,60,99,77
10285,2,2,138,227,21
10286,1,2,96,2,0
10287,0,1,109,105,244
10288,0,2,135,106,282
10289,2,2,58,7,134
10290,1,1,65,2,0
10291,1,2,225,2,0
10292,1,2,130,1,0
10293,0,1,60,107,84
10294,1,1,80,0,0
10295,0,2,210,2,0
10296,0,2,275,28,0
10297,1,2,175,1,0
10298,1,2,175,6,0
10299,1,1,43,1,0
10300,1,2,250,2,0
10301,0,1,79,3,0
10302,1,2,300,0,0
10303,0,1,60,97,122
10304,2,2,100,61,224
10305,0,1,79,2,365
10306,0,2,285,66,292
10307,0,2,220,0,0
10308,2,1,200,70,90
10309,1,2,100,0,0
10310,1,2,150,25,0
10311,1,2,175,0,0
10312,1,1,180,8,0
10313,1,2,150,1,0
10314,1,1,58,5,0
10315,1,2,140,3,56
10316,0,1,80,2,0
10317,1,2,100,5,0
10318,1,2,200,9,168
10319,0,2,175,11,0
10320,1,2,250,105,307
10321,0,1,74,22,76
10322,0,1,60,99,100
10323,1,1,60,2,0
10324,2,1,60,2,0
10325,1,2,150,5,157
10326,1,1,70,1,0
10327,1,1,98,121,204
10328,0,1,108,21,12
10329,1,1,80,3,0
10330,2,2,60,45,219
10331,0,2,220,5,0
10332,1,2,140,16,1
10333,1,2,1200,9,359
10334,0,2,120,0,0
10335,1,2,369,0,364
10336,1,1,42,3,0
10337,0,2,120,92,54
10338,1,1,69,10,0
10339,0,1,85,14,0
10340,0,1,75,226,128
10341,0,1,1100,1,365
10342,0,1,60,3,0
10343,1,1,160,3,0
10344,1,1,120,1,0
10345,1,2,95,98,240
10346,1,2,180,1,0
10347,0,2,170,6,0
10348,0,1,39,1,0
10349,0,1,75,38,322
10350,1,1,100,0,0
10351,0,2,160,14,0
10352,1,1,96,114,98
10353,1,1,50,93,208
10354,1,2,145,8,0
10355,0,2,225,0,0
10356,1,2,100,1,0
10357,0,1,95,153,296
10358,0,2,115,0,0
10359,1,2,215,0,0
10360,0,1,105,232,64
10361,1,1,75,0,0
10362,0,1,150,0,0
10363,0,1,35,10,0
10364,0,2,80,1,0
10365,0,2,120,11,6
10366,2,1,89,0,364
10367,0,2,130,20,0
10368,1,2,122,0,0
10369,1,1,71,42,0
10370,0,1,50,5,0
10371,0,1,72,151,288
10372,0,1,99,21,153
10373,0,2,110,2,0
10374,1,2,118,2,0
10375,1,1,75,5,0
10376,1,2,225,159,132
10377,0,1,80,2,188
10378,4,1,107,73,173
10379,0,2,500,9,178
10380,0,2,200,120,287
10381,2,1,42,25,283
10382,1,2,350,3,0
10383,1,1,160,53,344
10384,0,2,164,0,0
10385,0,1,89,2,0
10386,0,2,150,10,30
10387,1,1,100,0,0
10388,0,2,120,8,0
10389,1,1,73,10,365
10390,1,1,73,27,340
10391,1,2,200,0,0
10392,0,2,140,3,0
10393,0,2,125,4,0
10394,0,2,109,0,0
10395,2,2,140,9,0
10396,0,1,48,22,0
10397,0,2,135,0,0
10398,1,2,335,0,201
10399,1,1,50,0,0
10400,1,2,400,15,6
10401,1,2,165,68,195
10402,0,1,70,1,0
10403,2,1,52,8,36
10404,1,2,385,3,0
10405,0,1,45,1,0
10406,0,2,275,77,256
10407,1,1,135,250,111
10408,2,2,75,0,0
10409,1,1,110,0,0
10410,0,2,350,5,0
10411,0,1,100,22,324
10412,2,2,100,4,0
10413,0,2,135,2,0
10414,1,2,115,12,239
10415,0,2,150,2,0
10416,1,1,60,3,0
10417,0,2,99,85,342
10418,1,2,180,95,60
10419,0,2,95,11,0
10420,0,1,60,197,324
10421,2,2,100,2,0
10422,1,2,250,26,0
10423,1,0,200,0,0
10424,0,2,150,0,0
10425,0,2,145,3,0
10426,0,2,250,54,365
10427,0,2,150,8,196
10428,1,2,400,15,0
10429,0,1,83,14,0
10430,0,2,150,8,0
10431,1,2,1195,109,264
10432,0,1,68,14,10
10433,0,1,50,0,0
10434,0,1,70,173,93
10435,0,1,65,3,0
10436,0,1,45,2,0
10437,1,1,75,32,0
10438,0,2,115,0,0
10439,1,1,65,80,347
10440,0,2,170,36,1
10441,2,2,450,0,341
10442,0,2,100,11,0
10443,1,0,65,7,0
10444,0,2,280,24,151
10445,0,2,65,0,0
10446,0,2,150,9,0
10447,1,2,250,17,0
10448,1,2,250,3,0
10449,0,2,65,287,308
10450,2,2,130,4,0
10451,1,2,375,19,0
10452,0,0,48,59,90
10453,0,2,80,2,0
10454,1,2,110,133,267
10455,1,1,72,12,0
10456,0,1,49,16,0
10457,1,2,250,3,0
10458,1,1,120,128,246
10459,0,2,240,33,83
10460,1,2,77,2,0
10461,1,1,65,0,0
10462,1,2,185,17,0
10463,1,1,100,2,0
10464,0,1,50,1,0
10465,0,1,50,1,0
10466,2,1,90,0,0
10467,0,2,87,3,0
10468,0,1,30,6,0
10469,1,1,65,11,0
10470,1,2,109,76,0
10471,1,2,150,0,0
10472,1,1,152,39,157
10473,0,2,150,28,168
10474,1,2,300,30,87
10475,2,1,55,15,365
10476,1,2,500,0,0
10477,0,1,70,1,0
10478,0,1,60,4,0
10479,0,2,150,1,0
10480,0,1,119,171,236
10481,1,2,74,3,0
10482,1,2,250,4,0
10483,1,1,250,22,365
10484,1,2,130,4,0
10485,1,1,200,0,0
10486,1,1,163,30,188
10487,0,2,125,2,0
10488,0,2,149,7,0
10489,0,2,135,54,158
10490,1,2,129,3,161
10491,2,2,87,151,210
10492,0,1,55,2,0
10493,0,0,54,73,0
10494,1,2,110,6,0
10495,0,2,250,3,0
10496,1,2,150,15,0
10497,1,2,150,0,0
10498,0,1,40,1,0
10499,1,2,295,32,0
10500,0,1,130,7,278
10501,0,1,79,296,59
10502,0,1,69,291,68
10503,0,1,79,284,67
10504,1,2,147,27,294
10505,0,1,79,291,26
10506,0,1,69,327,41
10507,0,1,70,67,353
10508,0,1,119,115,26
10509,0,1,49,107,340
10510,0,2,132,81,10
10511,0,2,155,8,331
10512,0,2,150,0,0
10513,1,2,179,10,0
10514,1,1,60,0,0
10515,0,2,104,15,100
10516,0,1,40,9,0
10517,0,1,90,0,0
10518,1,2,80,16,1
10519,0,1,89,86,307
10520,0,2,999,141,67
10521,0,2,85,2,0
10522,0,1,75,1,0
10523,1,1,59,72,200
10524,0,1,45,2,0
10525,1,2,350,74,247
10526,0,2,395,60,17
10527,0,1,200,0,0
10528,1,2,180,20,13
10529,0,1,46,2,0
10530,1,2,203,0,365
10531,1,2,189,4,365
10532,2,2,195,121,66
10533,1,1,39,14,0
10534,1,2,57,0,0
10535,0,1,65,1,0
10536,1,0,35,0,0
10537,0,2,140,18,30
10538,0,1,65,5,4
10539,1,2,118,1,0
10540,1,0,250,134,306
10541,1,0,55,32,0
10542,1,2,155,9,316
10543,2,2,250,0,364
10544,0,1,85,222,290
10545,1,2,168,2,0
10546,0,2,110,10,0
10547,0,2,125,2,0
10548,0,2,125,3,0
10549,1,1,115,1,0
10550,1,2,130,15,365
10551,0,1,64,1,0
10552,1,2,140,2,0
10553,1,2,165,86,99
10554,1,2,160,1,0
10555,0,1,70,40,125
10556,2,2,100,59,132
10557,1,2,225,2,0
10558,2,2,70,13,159
10559,0,1,60,2,0
10560,0,2,120,2,0
10561,0,1,50,3,0
